x,y
1.515814174998451e-05,209.43206787109375
1.5532789362347032e-05,209.43206787109375
1.592924304487031e-05,209.43206787109375
1.6438539773928083e-05,209.43206787109375
1.644674290103241e-05,209.43206787109375
1.6482254065812777e-05,209.43206787109375
1.6570478000181902e-05,209.43206787109375
1.6585788736227377e-05,209.43206787109375
1.6686926601607786e-05,209.43206787109375
1.6959166621516407e-05,209.43206787109375
1.7194173921209837e-05,209.43206787109375
1.7485576570977617e-05,209.43206787109375
1.7538962730263637e-05,209.43206787109375
1.7657361894253728e-05,209.43206787109375
1.7779262394212637e-05,209.43206787109375
1.7948382767976482e-05,209.43206787109375
1.811899717947861e-05,209.43206787109375
1.852202870754447e-05,209.43206787109375
2.1538083155556296e-05,209.43206787109375
2.1867642541073712e-05,209.43206787109375
2.531925130733476e-05,209.43206787109375
2.7000000000000002e-05,209.43206787109375
2.7001423488141593e-05,209.43206787109375
3.0469396042898155e-05,209.43206787109375
3.1222475586939995e-05,209.43206787109375
3.20193875346383e-05,209.43206787109375
3.3043125404158475e-05,209.43206787109375
3.3059614518236864e-05,209.43206787109375
3.313099554643175e-05,209.43206787109375
3.330833456602221e-05,209.43206787109375
3.333911069201262e-05,209.43206787109375
3.354240801737322e-05,209.43206787109375
3.408963795638147e-05,209.43206787109375
3.456202636687634e-05,209.43206787109375
3.514777512752066e-05,209.43206787109375
3.525508670022691e-05,209.43206787109375
3.549308097935851e-05,209.43206787109375
3.573811329745772e-05,209.43206787109375
3.607806233158909e-05,209.43206787109375
3.64210145324873e-05,209.43206787109375
3.723114861415505e-05,209.43206787109375
4.329372270662326e-05,209.43206787109375
4.395617036034008e-05,209.43206787109375
4.593609454183123e-05,209.43206787109375
4.707144796609736e-05,209.43206787109375
4.7880848860599144e-05,209.43206787109375
4.82728837451146e-05,209.43206787109375
4.8537375383903906e-05,209.43206787109375
4.895280761765543e-05,209.43206787109375
4.89897962088553e-05,209.43206787109375
4.917696081602121e-05,209.43206787109375
4.925879866006295e-05,209.43206787109375
4.926432807673297e-05,209.43206787109375
4.9442892853681226e-05,209.43206787109375
4.9551475264730505e-05,209.43206787109375
4.967412260210603e-05,209.43206787109375
4.981628550779221e-05,209.43206787109375
4.984114473053984e-05,209.43206787109375
4.984664849525519e-05,209.43206787109375
4.994875978319914e-05,209.43206787109375
5.02161186096883e-05,209.43206787109375
5.026251713465861e-05,209.43206787109375
5.0267697829945316e-05,209.43206787109375
5.0324058490558915e-05,209.43206787109375
5.042220189130925e-05,209.43206787109375
5.042401229604266e-05,209.43206787109375
5.0569011071877407e-05,209.43206787109375
5.089425262787492e-05,209.43206787109375
5.090543715308407e-05,209.43206787109375
5.093890593148117e-05,209.43206787109375
5.1079062723101496e-05,209.43206787109375
5.1326129677464604e-05,209.43206787109375
5.1394022705813686e-05,209.43206787109375
5.1415290891886135e-05,209.43206787109375
5.1428376097417786e-05,209.43206787109375
5.1482410415296155e-05,209.43206787109375
5.148533713902397e-05,209.43206787109375
5.148765516593373e-05,209.43206787109375
5.149777048079583e-05,209.43206787109375
5.161636160013744e-05,209.43206787109375
5.1625437316281354e-05,209.43206787109375
5.186061794323069e-05,209.43206787109375
5.20390659729176e-05,209.43206787109375
5.205967813081903e-05,209.43206787109375
5.2072487418043446e-05,209.43206787109375
5.210620218762576e-05,209.43206787109375
5.2109991893064935e-05,209.43206787109375
5.215071895667284e-05,209.43206787109375
5.249472356116869e-05,209.43206787109375
5.2520853642781935e-05,209.43206787109375
5.2909430653208343e-05,209.43206787109375
5.2918208158082084e-05,209.43206787109375
5.298928534453623e-05,209.43206787109375
5.3077499891874694e-05,209.43206787109375
5.314019901177663e-05,209.43206787109375
5.315061876531669e-05,209.43206787109375
5.31507788701076e-05,209.43206787109375
5.3151069796788784e-05,209.43206787109375
5.321867953681767e-05,209.43206787109375
5.322543186323593e-05,209.43206787109375
5.329328529838585e-05,209.43206787109375
5.350987335466738e-05,209.43206787109375
5.352856983970712e-05,209.43206787109375
5.356054418563914e-05,209.43206787109375
5.357120659559528e-05,209.43206787109375
5.3603243441321296e-05,209.43206787109375
5.387928756012662e-05,209.43206787109375
5.390801533160164e-05,209.43206787109375
5.3922385655858224e-05,209.43206787109375
5.404210077848137e-05,209.43206787109375
5.4075842302651516e-05,209.43206787109375
5.40815595388427e-05,209.43206787109375
5.419816936901107e-05,209.43206787109375
5.427558862767856e-05,209.43206787109375
5.431445363451086e-05,209.43206787109375
5.432517850877033e-05,209.43206787109375
5.437889956437725e-05,209.43206787109375
5.4391799555745995e-05,209.43206787109375
5.446488493115034e-05,209.43206787109375
5.4560760529404034e-05,209.43206787109375
5.473934889878901e-05,209.43206787109375
5.485205537294621e-05,209.43206787109375
5.490883916826766e-05,209.43206787109375
5.504249177162934e-05,209.43206787109375
5.5049233081133795e-05,209.43206787109375
5.50835396393323e-05,209.43206787109375
5.508775024739118e-05,209.43206787109375
5.523769256158537e-05,209.43206787109375
5.5291879431458445e-05,209.43206787109375
5.529708415507737e-05,209.43206787109375
5.535223668641066e-05,209.43206787109375
5.5367128093140614e-05,209.43206787109375
