2.884928367004247485e-01,7.536785647750448902e+00
1.639344118148895746e-01,6.229177874757882982e+00
2.488446374357471957e-01,7.273254843477586107e+00
2.604164506472967378e-01,7.362330185159600582e+00
1.599429189647275373e-01,6.160271778144462473e+00
4.414898304364840431e-01,7.581205052283312540e+00
3.963200277707846220e-01,7.706919454795280622e+00
2.529843951996844642e-01,7.307353826184590062e+00
8.361175483189448032e-01,3.001285337037471024e+00
3.493295123022530091e-01,7.721779261646530834e+00
2.879985666109069475e-01,7.534177647521207000e+00
4.243941935653341990e-01,7.642861733612043906e+00
5.146137443135717637e-01,7.192023790295951180e+00
3.014563447931744022e-01,9.015033124168031264e+00
4.244906053911797206e-01,7.646716492342533478e+00
4.777005754779457547e-01,7.417758246023871571e+00
3.787054609619229240e-01,7.728176905269636521e+00
3.171616453173496386e-01,7.653352769001481093e+00
6.409245905107167074e-01,6.012043251984797720e+00
5.656683923086253118e-01,6.759850839076048779e+00
