1.000000564822507876e+00,2.855131438295872215e+01
1.000000053568787184e+00,3.976764090765193060e+01
1.000009771190173424e+00,3.790201513813112655e+01
1.000000549670619465e+00,3.983424007012621360e+01
1.000022550800039101e+00,4.050016908293801521e+01
1.000001121918000946e+00,4.761272915004567352e+01
1.000004302444601256e+00,4.339395909660681383e+01
1.000000196990402879e+00,2.623850235959611155e+01
1.000087299790123563e+00,3.391594814809631941e+01
1.000000750388628790e+00,3.584692698375291542e+01
1.000000154241386552e+00,8.760192141387985743e+00
1.000001040349715709e+00,4.987949886072264860e+01
1.000000039037196808e+00,3.993469599093599953e+01
1.000041884705308748e+00,3.745738441370321681e+01
1.000000048148130594e+00,3.856618937103191058e+01
1.000000368980248799e+00,3.983424007012621360e+01
1.000003757028289364e+00,4.033903158444627479e+01
1.000000126384473775e+00,2.938340634706889176e+01
1.000000054379518000e+00,4.422389223030266692e+01
1.000000000000002887e+00,1.138656991164170407e+01
