3.014563447931744022e-01,9.015033124168031264e+00
1.210421523645016373e-01,1.001437689937017678e-01
1.202873938428969947e-01,1.001905591088350783e-01
1.183883183972147396e-01,1.021868306541055260e-01
3.014563447931744022e-01,9.015033124168031264e+00
1.259538668694192842e-01,1.000189296967105707e-01
1.240220524771184496e-01,1.014913152128805868e-01
1.186956576808737979e-01,1.002338393979048808e-01
1.172003912699470241e-01,1.001586246367476007e-01
1.178175598915967154e-01,1.004243770731546442e-01
1.243397130923292182e-01,1.005799707043947278e-01
1.190300314718575891e-01,1.005841482427452527e-01
1.110887406630820945e-01,1.001339482774607076e-01
1.088019250639692820e-01,1.005076591844040190e-01
1.471836432504512737e-01,1.005125182291609770e-01
1.130461916582812948e-01,1.001709179979690945e-01
1.150715186398859752e-01,1.002734608621582146e-01
1.258687714675330582e-01,1.000953677670863434e-01
1.193675890849286853e-01,1.000636472301024010e-01
1.196900122447153436e-01,1.001277122231281347e-01
