2.946709648302940354e-01,1.459900173834207671e+01
1.712641625002188916e-01,1.225378574843113633e+01
4.798865363149061869e-01,1.428643120710459335e+01
2.526927382282896373e-01,1.409493504582518497e+01
2.132064233115940066e-01,1.336102264181502974e+01
2.658072653033197730e-01,1.428086475001594202e+01
3.525937985453439505e-01,1.490571611748752190e+01
2.320651100240413989e-01,1.374552772954277557e+01
2.001758229288674029e-01,1.305625245061142259e+01
8.348251587900343829e-01,1.720877385810515997e-02
4.051302758012358951e-01,1.484371864099535543e+01
3.079962424959639677e-01,1.470721876106436810e+01
3.089060152449829011e-01,1.471400044130574969e+01
1.455311890329447078e-01,1.137256988332382157e+01
3.504349006939486144e-01,1.489956650352119283e+01
7.630297549136472179e-01,8.378496503712119292e+00
3.655515744662413691e-01,1.491674594088791572e+01
3.412162288679858047e-01,1.462972271169949856e+01
4.321971587833668416e-01,1.470024577565935786e+01
5.712391318757336078e-01,1.296966572992872635e+01
