1.522087353512150965e-01,7.535385001824788098e+00
2.806295678636755442e-01,9.378029183252772683e+00
4.109708334218001857e-01,9.610777310097523340e+00
3.545017950192954070e-01,9.667905991792956399e+00
9.344360598709494647e-01,5.026448993560587303e-02
4.907006790781046623e-01,9.188481201495592998e+00
1.434006959753810623e-02,1.600718729362576864e+00
1.998206247993656315e-01,8.462220687223373616e+00
2.820147426731569595e-01,9.387959747975322955e+00
4.181761679633890644e-02,3.491002819786071409e+00
7.187273224949676520e-02,4.976662628606119299e+00
2.364109943210723763e-01,8.966044956591936455e+00
3.257880886961196931e-01,9.608321799792863160e+00
1.973854715131886928e-01,8.422706572583759765e+00
4.624158635957837937e-01,9.379655970090892581e+00
3.014563447931800644e-01,9.015033124168672529e+00
3.416987978318775099e-01,9.649007053171580139e+00
1.621744252506896189e-01,7.758892257215097565e+00
1.418522226094295624e-01,7.285558923268618869e+00
3.367194028943966688e-01,9.638738219166915755e+00
