x,y
0.0,2824.399920190553
0.00025,2824.4984912031496
0.0005,2824.5970656558557
0.00075,2824.695643548791
0.001,2824.794224882075
0.00125,2824.8928096558298
0.0015,2824.9913978701734
0.00175,2825.089989525227
0.002,2825.188584621111
0.00225,2825.2871831579437
0.0025,2825.3857851358466
0.00275,2825.4843905549396
0.003,2825.5829994153423
0.00325,2825.681611717176
0.0035,2825.78022746056
0.00375,2825.878846645614
0.004,2825.9774692724586
0.00425,2826.0760953412146
0.0045,2826.174724852001
0.00475,2826.2733578049374
0.005,2826.3719942001458
0.00525,2826.4706340377447
0.0055,2826.5692773178553
0.00575,2826.6679240405974
0.006,2826.766574206091
0.00625,2826.8652278144564
0.0065,2826.963884865814
0.00675,2827.0625453602825
0.007,2827.161209297985
0.00725,2827.2598766790393
0.0075,2827.358547503565
0.00775,2827.457221771684
0.008,2827.5558994835164
0.00825,2827.6545806391823
0.0085,2827.7532652388004
0.00875,2827.8519532824926
0.009,2827.950644770379
0.00925,2828.049339702578
0.0095,2828.148038079212
0.00975,2828.246739900401
0.01,2828.3454451662633
0.01025,2828.44415387692
0.0105,2828.5428660324933
0.01075,2828.6415816331005
0.011,2828.7403006788636
0.01125,2828.8390231699022
0.0115,2828.9377491063374
0.01175,2829.0364784882877
0.012,2829.1352113158746
0.01225,2829.2339475892186
0.0125,2829.332687308439
0.01275,2829.4314304736577
0.013,2829.5301770849924
0.01325,2829.628927142565
0.0135,2829.7276806464965
0.01375,2829.826437596905
0.014,2829.9251979939127
0.01425,2830.02396183764
0.0145,2830.1227291282057
0.01475,2830.22149986573
0.015,2830.3202740503352
0.01525,2830.41905168214
0.0155,2830.5178327612643
0.01575,2830.6166172878306
0.016,2830.715405261957
0.01625,2830.8141966837647
0.0165,2830.9129915533745
0.01675,2831.0117898709054
0.017,2831.1105916364786
0.01725,2831.2093968502154
0.0175,2831.308205512234
0.01775,2831.407017622656
0.018,2831.505833181602
0.01825,2831.6046521891913
0.0185,2831.7034746455456
0.01875,2831.802300550785
0.019,2831.901129905029
0.01925,2831.9999627083976
0.0195,2832.098798961013
0.01975,2832.197638662994
0.02,2832.296481814461
0.02025,2832.3953284155364
0.0205,2832.4941784663383
0.02075,2832.593031966988
0.021,2832.6918889176054
0.02125,2832.790749318311
0.0215,2832.889613169227
0.02175,2832.988480470472
0.022,2833.0873512221656
0.02225,2833.18622542443
0.0225,2833.2851030773854
0.02275,2833.383984181151
0.023,2833.482868735848
0.02325,2833.5817567415984
0.0235,2833.68064819852
0.02375,2833.779543106734
0.024,2833.8784414663614
0.02425,2833.9773432775232
0.0245,2834.076248540339
0.02475,2834.1751572549283
0.025,2834.274069421415
