3.418614757980716762e-02,2.535105466355874193e-01
1.311984917563225293e-02,1.782424120955395375e-01
8.904508966274780890e-03,1.467732946115245518e-01
1.478270300140876667e-02,1.882406808143962940e-01
5.165883435043247540e-03,1.090178814748941627e-01
1.369045446529379949e-02,1.813108471637944474e-01
5.685616548599799897e-02,2.679236967362612631e-01
4.654802700975420315e-02,2.686911339271783605e-01
1.422099412389627414e-02,1.843675860574820191e-01
2.293576715279322872e-02,2.254698164160538754e-01
3.881005393127606035e-02,2.607588416498924921e-01
2.456071969056134244e-02,2.308110882852718038e-01
5.005954592162035512e-03,1.070345014853071736e-01
1.582739748518188078e-02,1.939918665702034251e-01
1.393741833120621526e-02,1.830632777776959597e-01
2.170073340924165428e-02,2.207458290043817772e-01
1.849716527308666383e-02,2.069307448951336614e-01
1.930545619717146874e-02,2.112397029597134213e-01
5.984651239605599110e-02,2.682601899169380077e-01
1.756297445193770110e-02,2.023761593160347261e-01
